Date,Store ID,Units Sold
20231013,8095,4
20231014,8095,70
20231015,8095,58
20231016,8095,209
20231017,8095,7
20231018,8095,27
20231019,8095,25
20231020,8095,160
20231021,8095,103
20231022,8095,58
20231023,8095,37
20231024,8095,60
20231025,8095,139
20231026,8095,13
20231027,8095,105
20231028,8095,66
20231029,8095,127
20231030,8095,48
20231031,8095,14
20231101,8095,78
20231102,8095,25
20231103,8095,456
20231104,8095,7
20231105,8095,29
20231106,8095,9
20231107,8095,172
20231108,8095,101
20231109,8095,49
20231110,8095,48
20231111,8095,64
20231112,8095,255
20231113,8095,20
20231114,8095,104
20231115,8095,61
20231116,8095,102
20231117,8095,35
20231118,8095,11
20231119,8095,91
20231120,8095,66
20231121,8095,286
20231122,8095,15
20231123,8095,17
20231124,8095,13
20231125,8095,191
20231126,8095,111
20231127,8095,49
20231128,8095,106
20231129,8095,94
20231130,8095,238
20231201,8095,17
20231202,8095,98
20231203,8095,81
20231204,8095,90
20231205,8095,44
20231206,8095,4
20231207,8095,69
20231208,8095,52
20231209,8095,28
20231210,8095,11
20231211,8095,17
20231212,8095,17
20231213,8095,218
20231214,8095,123
20231215,8095,62
20231216,8095,97
20231217,8095,115
20231218,8095,247
20231219,8095,23
20231220,8095,96
20231221,8095,76
20231222,8095,92
20231223,8095,30
20231224,8095,13
20231225,8095,98
20231226,8095,55
20231227,8095,36
20231228,8095,47
20231229,8095,68
20231230,8095,35
20231231,8095,173
20240101,8095,104
20240102,8095,60
20240103,8095,117
20240104,8095,106
20240105,8095,218
20240106,8095,37
20240107,8095,130
20240108,8095,74
20240109,8095,82
20240110,8095,31
20240111,8095,7
20240112,8095,94
20240113,8095,46
20240114,8095,38
20240115,8095,34
20240116,8095,75
20240117,8095,40
20240118,8095,183
20240119,8095,115
20240120,8095,40
20240121,8095,99
20240122,8095,93
20240123,8095,122
20240124,8095,20
20240125,8095,93
20240126,8095,63
20240127,8095,112
20240128,8095,38
20240129,8095,10
20240130,8095,336
20240131,8095,385
20240201,8095,96
20240202,8095,9
20240203,8095,17
20240204,8095,62
20240205,8095,172
20240206,8095,61
20240207,8095,39
20240208,8095,75
20240209,8095,70
20240210,8095,83
20240211,8095,53
20240212,8095,101
20240213,8095,86
20240214,8095,125
20240215,8095,10
20240216,8095,10
20240217,8095,279
20240218,8095,245
20240219,8095,46
20240220,8095,7
20240221,8095,23
20240222,8095,72
20240223,8095,202
20240224,8095,113
20240225,8095,61
20240226,8095,60
20240227,8095,86
20240228,8095,115
20240229,8095,24
20240301,8095,84
20240302,8095,63
20240303,8095,393
20240304,8095,21
20240305,8095,9
20240306,8095,84
20240307,8095,61
20240308,8095,28
20240309,8095,63
20240310,8095,106
20240311,8095,77
20171013,8121,61
20171014,8121,25
20171015,8121,46
20171016,8121,18
20171017,8121,33
20171018,8121,23
20171019,8121,34
20171020,8121,53
20171021,8121,20
20171022,8121,55
20171023,8121,26
20171024,8121,13
20171025,8121,22
20171026,8121,44
20171027,8121,60
20171028,8121,17
20171029,8121,30
20171030,8121,26
20171031,8121,71
20171101,8121,35
20171102,8121,30
20171103,8121,24
20171104,8121,22
20171105,8121,20
20171106,8121,30
20171107,8121,39
20171108,8121,13
20171109,8121,52
20171110,8121,21
20171111,8121,10
20171112,8121,16
20171113,8121,41
20171114,8121,25
20171115,8121,19
20171116,8121,20
20171117,8121,39
20171118,8121,53
20171119,8121,11
20171120,8121,46
20171121,8121,25
20171122,8121,31
20171123,8121,20
20171124,8121,14
20171125,8121,47
20171126,8121,15
20171127,8121,41
20171128,8121,21
20171129,8121,17
20171130,8121,32
20171201,8121,25
20171202,8121,15
20171203,8121,14
20171204,8121,8
20171205,8121,23
20171206,8121,56
20171207,8121,24
20171208,8121,42
20171209,8121,31
20171210,8121,24
20171211,8121,24
20171212,8121,28
20171213,8121,78
20171214,8121,16
20171215,8121,34
20171216,8121,21
20171217,8121,27
20171218,8121,26
20171219,8121,31
20171220,8121,18
20171221,8121,15
20171222,8121,11
20171223,8121,18
20171224,8121,54
20171225,8121,22
20171226,8121,45
20171227,8121,30
20171228,8121,46
20171229,8121,29
20171230,8121,24
20171231,8121,397
20180101,8121,83
20180102,8121,43
20180103,8121,22
20180104,8121,19
20180105,8121,34
20180106,8121,44
20180107,8121,19
20180108,8121,14
20180109,8121,12
20180110,8121,15
20180111,8121,35
20180112,8121,25
20180113,8121,52
20180114,8121,18
20180115,8121,20
20180116,8121,24
20180117,8121,30
20180118,8121,208
20180119,8121,92
20180120,8121,46
20180121,8121,32
20180122,8121,19
20180123,8121,19
20180124,8121,43
20180125,8121,17
20180126,8121,17
20180127,8121,23
20180128,8121,20
20180129,8121,48
20180130,8121,25
20180131,8121,54
20180201,8121,23
20180202,8121,36
20180203,8121,17
20180204,8121,29
20180205,8121,417
20180206,8121,14
20180207,8121,44
20180208,8121,34
20180209,8121,30
20180210,8121,26
20180211,8121,28
20180212,8121,15
20180213,8121,20
20180214,8121,22
20180215,8121,23
20180216,8121,79
20180217,8121,7
20180218,8121,44
20180219,8121,14
20180220,8121,25
20180221,8121,22
20180222,8121,19
20180223,8121,137
20180224,8121,24
20180225,8121,60
20180226,8121,36
20180227,8121,18
20180228,8121,31
20180301,8121,45
20180302,8121,19
20180303,8121,11
20180304,8121,15
20180305,8121,23
20180306,8121,33
20180307,8121,36
20180308,8121,39
20180309,8121,20
20180310,8121,24
20180311,8121,15
20180312,8121,13
20180313,8121,48
20180314,8121,13
20180315,8121,61
20180316,8121,36
20180317,8121,24
20180318,8121,31
20180319,8121,58
20180320,8121,13
20180321,8121,19
20180322,8121,46
20180323,8121,35
20180324,8121,37
20180325,8121,42
20180326,8121,75
20180327,8121,25
20180328,8121,28
20180329,8121,22
20180330,8121,34
20180331,8121,55
20180401,8121,15
20180402,8121,52
20180403,8121,20
20180404,8121,23
20180405,8121,40
20180406,8121,45
20180407,8121,157
20180408,8121,23
20180409,8121,43
20180410,8121,31
20180411,8121,23
20180412,8121,29
20180413,8121,36
20180414,8121,20
20180415,8121,31
20180416,8121,17
20180417,8121,19
20180418,8121,46
20180419,8121,34
20180420,8121,44
20180421,8121,34
20180422,8121,37
20180423,8121,49
20180424,8121,45
20180425,8121,136
20180426,8121,34
20180427,8121,37
20180428,8121,31
20180429,8121,34
20180430,8121,23
20180501,8121,62
20180502,8121,48
20180503,8121,21
20180504,8121,20
20180505,8121,22
20180506,8121,57
20180507,8121,28
20180508,8121,46
20180509,8121,25
20180510,8121,14
20180511,8121,46
20180512,8121,38
20180513,8121,17
20180514,8121,20
20180515,8121,36
20180516,8121,31
20180517,8121,46
20180518,8121,20
20180519,8121,28
20180520,8121,31
20180521,8121,35
20180522,8121,38
20180523,8121,44
20180524,8121,47
20180525,8121,26
20180526,8121,31
20180527,8121,42
20180528,8121,21
20180529,8121,11
20180530,8121,60
20180531,8121,13
20180601,8121,20
20180602,8121,49
20180603,8121,26
20180604,8121,32
20180605,8121,16
20180606,8121,40
20180607,8121,30
20180608,8121,34
20180609,8121,28
20180610,8121,28
20180611,8121,55
20180612,8121,19
20180613,8121,50
20180614,8121,39
20180615,8121,27
20180616,8121,18
20180617,8121,62
20180618,8121,6
20180619,8121,7
20180620,8121,18
20180621,8121,19
20180622,8121,27
20180623,8121,31
20180624,8121,30
20180625,8121,36
20180626,8121,42
20180627,8121,35
20180628,8121,31
20180629,8121,57
20180630,8121,20
20180702,8121,41
20180703,8121,36
20180704,8121,24
20180705,8121,19
20180706,8121,62
20180707,8121,13
20180708,8121,15
20180709,8121,16
20180710,8121,14
20180711,8121,28
20180712,8121,22
20180713,8121,23
20180714,8121,33
20180715,8121,25
20180716,8121,27
20180717,8121,15
20180718,8121,67
20180719,8121,22
20180720,8121,39
20180721,8121,37
20180722,8121,23
20180723,8121,32
20180724,8121,43
20180725,8121,17
20180726,8121,8
20180727,8121,14
20180728,8121,15
20180729,8121,34
20180730,8121,37
20180731,8121,55
20180801,8121,38
20180802,8121,38
20180803,8121,28
20180804,8121,39
20180805,8121,141
20180806,8121,23
20180807,8121,39
20180808,8121,18
20180809,8121,18
20180810,8121,20
20180811,8121,35
20180812,8121,19
20180813,8121,6
20180814,8121,23
20180815,8121,15
20180816,8121,29
20180817,8121,56
20180818,8121,61
20180819,8121,20
20180820,8121,34
20180821,8121,45
20180822,8121,43
20180823,8121,58
20180824,8121,24
20180825,8121,38
20180826,8121,22
20180827,8121,20
20180828,8121,175
20180829,8121,282
20180830,8121,19
20180831,8121,14
20180901,8121,20
20180902,8121,17
20180903,8121,35
20180904,8121,41
20180905,8121,67
20180906,8121,23
20180907,8121,18
20180908,8121,16
20180909,8121,23
20180910,8121,65
20180911,8121,25
20180912,8121,107
20180913,8121,23
20180914,8121,16
20180915,8121,27
20180916,8121,50
20180917,8121,16
20180918,8121,18
20180919,8121,31
20180920,8121,23
20180921,8121,27
20180922,8121,19
20180923,8121,31
20180924,8121,16
20180925,8121,8
20180926,8121,18
20180927,8121,14
20180928,8121,80
20180929,8121,25
20180930,8121,51
20181001,8121,32
20181002,8121,15
20181003,8121,29
20181004,8121,50
20181005,8121,26
20181006,8121,34
20181007,8121,53
20181008,8121,40
20181009,8121,44
20181010,8121,40
20181011,8121,38
20181012,8121,25
20181013,8121,19
20181014,8121,18
20181015,8121,21
20181016,8121,62
20181017,8121,21
20181018,8121,46
20181019,8121,30
20181020,8121,13
20181021,8121,17
20181022,8121,54
20181023,8121,21
20181024,8121,29
20181025,8121,46
20181026,8121,44
20181027,8121,22
20181028,8121,32
20181029,8121,44
20181030,8121,18
20181031,8121,26
20181101,8121,18
20181102,8121,18
20181103,8121,70
20181104,8121,26
20181105,8121,47
20181106,8121,25
20181107,8121,20
20181108,8121,23
20181109,8121,142
20181110,8121,123
20181111,8121,19
20181112,8121,20
20181113,8121,20
20181114,8121,38
20181115,8121,23
20181116,8121,56
20181117,8121,29
20181118,8121,30
20181119,8121,20
20181120,8121,22
20181121,8121,54
20181122,8121,21
20181123,8121,52
20181124,8121,11
20181125,8121,14
20181126,8121,37
20181127,8121,158
20181128,8121,103
20181129,8121,25
20181130,8121,12
20181201,8121,29
20181202,8121,45
20181203,8121,15
20181204,8121,23
20181205,8121,20
20181206,8121,20
20181207,8121,28
20181208,8121,28
20181209,8121,59
20181210,8121,21
20181211,8121,35
20181212,8121,20
20181213,8121,20
20181214,8121,40
20181215,8121,49
20181216,8121,35
20181217,8121,27
20181218,8121,36
20181219,8121,31
20181220,8121,45
20181221,8121,24
20181222,8121,39
20181223,8121,20
20181224,8121,27
20181225,8121,11
20181226,8121,7
20181227,8121,80
20181228,8121,157
20181229,8121,28
20181230,8121,21
20181231,8121,7
20190101,8121,35
20190102,8121,48
20190103,8121,23
20190104,8121,17
20190105,8121,18
20190106,8121,24
20190107,8121,48
20190108,8121,30
20190109,8121,36
20190110,8121,30
20190111,8121,18
20190112,8121,9
20190113,8121,14
20190114,8121,77
20190115,8121,83
20190116,8121,37
20190117,8121,15
20190118,8121,16
20190119,8121,54
20190120,8121,60
20190121,8121,31
20190122,8121,31
20190123,8121,50
20190124,8121,31
20190125,8121,65
20190126,8121,13
20190127,8121,42
20190128,8121,35
20190129,8121,22
20190130,8121,25
20190131,8121,23
20190201,8121,37
20190202,8121,43
20190203,8121,41
20190204,8121,14
20190205,8121,4
20190206,8121,59
20190207,8121,50
20190208,8121,36
20190209,8121,19
20190210,8121,49
20190211,8121,33
20190212,8121,71
20190213,8121,27
20190214,8121,43
20190215,8121,20
20190216,8121,23
20190217,8121,24
20190218,8121,22
20190219,8121,53
20190220,8121,32
20190221,8121,39
20190222,8121,17
20190223,8121,18
20190224,8121,42
20190225,8121,60
20190226,8121,34
20190227,8121,13
20190228,8121,18
20190301,8121,25
20190302,8121,75
20190303,8121,18
20190304,8121,52
20190305,8121,23
20190306,8121,17
20190307,8121,35
20190308,8121,19
20190309,8121,50
20190310,8121,33
20190311,8121,32
20190312,8121,17
20190313,8121,21
20190314,8121,57
20190315,8121,39
20190316,8121,27
20190317,8121,5
20190318,8121,18
20190319,8121,17
20190320,8121,93
20190321,8121,23
20190322,8121,49
20190323,8121,31
20190324,8121,22
20190325,8121,24
20190326,8121,18
20190327,8121,64
20190328,8121,37
20190329,8121,65
20190330,8121,7
20190331,8121,16
20190401,8121,50
20190402,8121,50
20190403,8121,34
20190404,8121,14
20190405,8121,2
20190406,8121,27
20190407,8121,132
20190408,8121,34
20190409,8121,44
20190410,8121,25
20190411,8121,23
20190412,8121,24
20190413,8121,17
20190414,8121,61
20190415,8121,30
20190416,8121,60
20190417,8121,16
20190418,8121,28
20190419,8121,44
20190420,8121,53
20190421,8121,35
20190422,8121,6
20190423,8121,17
20190424,8121,23
20190425,8121,98
20190426,8121,30
20190427,8121,42
20190428,8121,32
20190429,8121,14
20190430,8121,22
20190501,8121,27
20190502,8121,94
20190503,8121,21
20190504,8121,55
20190505,8121,17
20190506,8121,14
20190507,8121,66
20190508,8121,339
20190509,8121,232
20190510,8121,14
20190511,8121,11
20190512,8121,15
20190513,8121,64
20190514,8121,29
20190515,8121,37
20190516,8121,20
20190517,8121,11
20190518,8121,22
20190519,8121,29
20190520,8121,64
20190521,8121,30
20190522,8121,35
20190523,8121,35
20190524,8121,25
20190525,8121,33
20190526,8121,37
20190527,8121,39
20190528,8121,4
20190529,8121,16
20190530,8121,17
20190531,8121,53
20190601,8121,32
20190602,8121,49
20190603,8121,33
20190604,8121,20
20190605,8121,27
20190606,8121,18
20190607,8121,63
20190608,8121,22
20190609,8121,52
20190610,8121,18
20190611,8121,18
20190612,8121,63
20190613,8121,59
20190614,8121,23
20190615,8121,10
20190616,8121,16
20190617,8121,12
20190618,8121,59
20190619,8121,41
20190620,8121,30
20190621,8121,27
20190622,8121,18
20190623,8121,12
20190624,8121,20
20190625,8121,51
20190626,8121,19
20190627,8121,38
20190628,8121,15
20190629,8121,16
20190630,8121,32
20190701,8121,37
20190702,8121,31
20190703,8121,3
20190704,8121,12
20190705,8121,16
20190706,8121,53
20190707,8121,26
20190708,8121,49
20190709,8121,15
20190710,8121,25
20190711,8121,32
20190712,8121,31
20190713,8121,55
20190714,8121,31
20190715,8121,44
20190716,8121,24
20190717,8121,27
20190718,8121,56
20190719,8121,59
20190720,8121,39
20190721,8121,5
20190722,8121,14
20190723,8121,14
20190724,8121,42
20190725,8121,21
20190726,8121,40
20190727,8121,17
20190728,8121,15
20190729,8121,17
20190730,8121,26
20190731,8121,71
20190801,8121,26
20190802,8121,34
20190803,8121,17
20190804,8121,17
20190805,8121,46
20190806,8121,52
20190807,8121,33
20190808,8121,107
20190809,8121,174
20190810,8121,142
20190811,8121,51
20190812,8121,16
20190813,8121,36
20190814,8121,25
20190815,8121,13
20190816,8121,17
20190817,8121,20
20190818,8121,251
20190819,8121,28
20190820,8121,47
20190821,8121,16
20190822,8121,21
20190823,8121,49
20190824,8121,63
20190825,8121,29
20190826,8121,77
20190827,8121,151
20190828,8121,110
20190829,8121,58
20190830,8121,18
20190831,8121,33
20190901,8121,25
20190902,8121,12
20190903,8121,6
20190904,8121,9
20190905,8121,55
20190906,8121,38
20190907,8121,35
20190908,8121,25
20190909,8121,18
20190910,8121,34
20190911,8121,56
20190912,8121,38
20190913,8121,30
20190914,8121,52
20190915,8121,63
20190916,8121,50
20190917,8121,17
20190918,8121,47
20190919,8121,25
20190920,8121,14
20190921,8121,37
20190922,8121,21
20190923,8121,82
20190924,8121,35
20190925,8121,38
20190926,8121,16
20190927,8121,18
20190928,8121,26
20190929,8121,50
20190930,8121,45
20191001,8121,39
20191002,8121,55
20191003,8121,48
20191004,8121,63
20191005,8121,33
20191006,8121,54
20191007,8121,25
20191008,8121,10
20191009,8121,26
20191010,8121,19
20191011,8121,50
20191012,8121,25
20191013,8121,91
20191014,8121,16
20191015,8121,17
20191016,8121,37
20191017,8121,37
20191018,8121,49
20191019,8121,18
20191020,8121,11
20191021,8121,26
20191022,8121,77
20191023,8121,15
20191024,8121,44
20191025,8121,27
20191026,8121,10
20191027,8121,21
20191028,8121,29
20191029,8121,43
20191030,8121,22
20191031,8121,35
20191101,8121,19
20191102,8121,17
20191103,8121,54
20191104,8121,36
20191105,8121,44
20191106,8121,8
20191107,8121,19
20191108,8121,12
20191109,8121,51
20191110,8121,15
20191111,8121,38
20191112,8121,22
20191113,8121,25
20191114,8121,26
20191115,8121,21
20191116,8121,44
20191117,8121,41
20191118,8121,48
20191119,8121,13
20191120,8121,1
20191121,8121,48
20191122,8121,71
20191123,8121,26
20191124,8121,13
20191125,8121,21
20191126,8121,35
20191127,8121,42
20191128,8121,18
20191129,8121,43
20191130,8121,32
20191201,8121,24
20191202,8121,6
20191203,8121,12
20191204,8121,60
20191205,8121,36
20191206,8121,55
20191207,8121,17
20191208,8121,16
20191209,8121,63
20191210,8121,52
20191211,8121,33
20191212,8121,11
20191213,8121,31
20191214,8121,30
20191215,8121,77
20191216,8121,13
20191217,8121,43
20191218,8121,27
20191219,8121,28
20191220,8121,20
20191221,8121,36
20191222,8121,207
20191223,8121,37
20191224,8121,43
20191225,8121,24
20191226,8121,16
20191227,8121,65
20191228,8121,54
20191229,8121,34
20191230,8121,31
20191231,8121,39
20200101,8121,47
20200102,8121,84
20200103,8121,22
20200104,8121,52
20200105,8121,15
20200106,8121,24
20200107,8121,29
20200108,8121,27
20200109,8121,61
20200110,8121,26
20200111,8121,67
20200112,8121,22
20200113,8121,21
20200114,8121,40
20200115,8121,46
20200116,8121,48
20200117,8121,23
20200118,8121,33
20200119,8121,37
20200120,8121,55
20200121,8121,15
20200122,8121,40
20200123,8121,8
20200124,8121,20
20200125,8121,19
20200126,8121,24
20200127,8121,53
20200128,8121,13
20200129,8121,47
20200130,8121,25
20200131,8121,14
20200201,8121,47
20200202,8121,68
20200203,8121,41
20200204,8121,11
20200205,8121,26
20200206,8121,36
20200207,8121,83
20200208,8121,10
20200209,8121,41
20200210,8121,34
20200211,8121,33
20200212,8121,38
20200213,8121,27
20200214,8121,86
20200215,8121,17
20200216,8121,58
20200217,8121,42
20200218,8121,24
20200219,8121,50
20200220,8121,211
20200221,8121,190
20200222,8121,15
20200223,8121,19
20200224,8121,15
20200225,8121,114
20200226,8121,9
20200227,8121,23
20200228,8121,17
20200229,8121,44
20200301,8121,36
20200302,8121,54
20200303,8121,55
20200304,8121,22
20200305,8121,61
20200306,8121,36
20200307,8121,34
20200308,8121,50
20200309,8121,48
20200310,8121,43
20200311,8121,5
20200312,8121,22
20200313,8121,31
20200314,8121,157
20200315,8121,6
20200316,8121,33
20200317,8121,26
20200318,8121,31
20200319,8121,38
20200320,8121,38
20200321,8121,57
20200322,8121,24
20200323,8121,42
20200324,8121,46
20200325,8121,43
20200326,8121,45
20200327,8121,52
20200328,8121,22
20200329,8121,10
20200330,8121,33
20200331,8121,21
20200401,8121,63
20200402,8121,6
20200403,8121,7
20200404,8121,9
20200405,8121,37
20200406,8121,39
20200407,8121,32
20200408,8121,53
20200409,8121,14
20200410,8121,24
20200411,8121,22
20200412,8121,18
20200413,8121,43
20200414,8121,73
20200415,8121,46
20200416,8121,9
20200417,8121,7
20200418,8121,27
20200419,8121,83
20200420,8121,26
20200421,8121,40
20200422,8121,25
20200423,8121,44
20200424,8121,40
20200425,8121,41
20200426,8121,71
20200427,8121,34
20200428,8121,46
20200429,8121,35
20200430,8121,19
20200501,8121,67
20200502,8121,50
20200503,8121,31
20200504,8121,19
20200505,8121,17
20200506,8121,25
20200507,8121,53
20200508,8121,19
20200509,8121,29
20200510,8121,26
20200511,8121,42
20200512,8121,41
20200513,8121,38
20200514,8121,78
20200515,8121,22
20200516,8121,38
20200517,8121,20
20200518,8121,21
20200519,8121,72
20200520,8121,61
20200521,8121,42
20200522,8121,8
20200523,8121,16
20200524,8121,20
20200525,8121,63
20200526,8121,18
20200527,8121,24
20200528,8121,25
20200529,8121,38
20200530,8121,29
20200531,8121,33
20200601,8121,78
20200602,8121,17
20200603,8121,17
20200604,8121,18
20200605,8121,15
20200606,8121,37
20200607,8121,38
20200608,8121,46
20200609,8121,13
20200610,8121,15
20200611,8121,15
20200612,8121,60
20200613,8121,26
20200614,8121,56
20200615,8121,18
20200616,8121,26
20200617,8121,33
20200618,8121,24
20200619,8121,81
20200620,8121,37
20200621,8121,95
20200622,8121,12
20200623,8121,11
20200624,8121,65
20200625,8121,53
20200626,8121,44
20200627,8121,13
20200628,8121,37
20200629,8121,78
20200630,8121,44
20200701,8121,9
20200702,8121,39
20200703,8121,21
20200704,8121,23
20200705,8121,29
20200706,8121,20
20200707,8121,104
20200708,8121,26
20200709,8121,37
20200710,8121,20
20200711,8121,24
20200712,8121,46
20200713,8121,53
20200714,8121,29
20200715,8121,5
20200716,8121,13
20200717,8121,14
20200718,8121,71
20200719,8121,18
20200720,8121,55
20200721,8121,29
20200722,8121,20
20200723,8121,31
20200724,8121,26
20200725,8121,86
20200726,8121,26
20200727,8121,41
20200728,8121,22
20200729,8121,13
20200730,8121,64
20200731,8121,42
20200801,8121,57
20200802,8121,7
20200803,8121,23
20200804,8121,13
20200805,8121,40
20200806,8121,22
20200807,8121,41
20200808,8121,15
20200809,8121,20
20200810,8121,15
20200811,8121,15
20200812,8121,83
20200813,8121,107
20200814,8121,40
20200815,8121,18
20200816,8121,25
20200817,8121,52
20200818,8121,31
20200819,8121,57
20200820,8121,13
20200821,8121,25
20200822,8121,22
20200823,8121,37
20200824,8121,21
20200825,8121,27
20200826,8121,19
20200827,8121,25
20200828,8121,14
20200829,8121,26
20200830,8121,88
20200831,8121,92
20200901,8121,42
20200902,8121,11
20200903,8121,23
20200904,8121,67
20200905,8121,33
20200906,8121,34
20200907,8121,12
20200908,8121,34
20200909,8121,26
20200910,8121,71
20200911,8121,27
20200912,8121,50
20200913,8121,26
20200914,8121,21
20200915,8121,27
20200916,8121,25
20200917,8121,102
20200918,8121,44
20200919,8121,37
20200920,8121,28
20200921,8121,14
20200922,8121,100
20200923,8121,249
20200924,8121,188
20200925,8121,17
20200926,8121,32
20200927,8121,20
20200928,8121,35
20200929,8121,19
20200930,8121,23
20201001,8121,23
20201002,8121,14
20201003,8121,23
20201004,8121,17
20201005,8121,51
20201006,8121,31
20201007,8121,40
20201008,8121,22
20201009,8121,16
20201010,8121,36
20201011,8121,55
20201012,8121,29
20201013,8121,53
20201014,8121,68
20201015,8121,79
20201016,8121,23
20201017,8121,4
20201018,8121,31
20201019,8121,9
20201020,8121,17
20201021,8121,12
20201022,8121,13
20201023,8121,25
20201024,8121,7
20201025,8121,22
20201026,8121,12
20201027,8121,16
20201028,8121,27
20201029,8121,39
20201030,8121,26
20201031,8121,33
20201101,8121,43
20201102,8121,47
20201103,8121,48
20201104,8121,6
20201105,8121,34
20201106,8121,19
20201107,8121,14
20201108,8121,6
20201109,8121,4
20201110,8121,40
20201111,8121,24
20201112,8121,42
20201113,8121,39
20201114,8121,19
20201115,8121,73
20201116,8121,34
20201117,8121,31
20201118,8121,94
20201119,8121,101
20201120,8121,94
20201121,8121,37
20201122,8121,8
20201123,8121,52
20201124,8121,9
20201125,8121,9
20201126,8121,8
20201127,8121,15
20201128,8121,49
20201129,8121,15
20201130,8121,41
20201201,8121,18
20201202,8121,15
20201203,8121,87
20201204,8121,40
20201205,8121,28
20201206,8121,63
20201207,8121,71
20201208,8121,88
20201209,8121,33
20201210,8121,21
20201211,8121,38
20201212,8121,25
20201213,8121,16
20201214,8121,32
20201215,8121,22
20201216,8121,86
20201217,8121,35
20201218,8121,37
20201219,8121,28
20201220,8121,18
20201221,8121,61
20201222,8121,39
20201223,8121,34
20201224,8121,15
20201225,8121,37
20201226,8121,12
20201227,8121,38
20201228,8121,7
20201229,8121,40
20201230,8121,20
20201231,8121,10
20210101,8121,17
20210102,8121,14
20210103,8121,65
20210104,8121,28
20210105,8121,30
20210106,8121,26
20210107,8121,19
20210108,8121,45
20210109,8121,42
20210110,8121,34
20210111,8121,9
20210112,8121,19
20210113,8121,16
20210114,8121,37
20210115,8121,14
20210116,8121,45
20210117,8121,20
20210118,8121,22
20210119,8121,12
20210120,8121,17
20210121,8121,61
20210122,8121,20
20210123,8121,39
20210124,8121,29
20210125,8121,11
20210126,8121,65
20210127,8121,45
20210128,8121,27
20210129,8121,9
20210130,8121,25
20210131,8121,19
20210201,8121,39
20210202,8121,15
20210203,8121,29
20210204,8121,28
20210205,8121,20
20210206,8121,11
20210207,8121,15
20210208,8121,68
20210209,8121,33
20210210,8121,36
20210211,8121,17
20210212,8121,19
20210213,8121,60
20210214,8121,166
20210215,8121,184
20210216,8121,13
20210217,8121,18
20210218,8121,26
20210219,8121,37
20210220,8121,24
20210221,8121,31
20210222,8121,18
20210223,8121,11
20210224,8121,17
20210225,8121,21
20210226,8121,40
20210227,8121,36
20210228,8121,25
20210301,8121,19
20210302,8121,14
20210303,8121,75
20210304,8121,227
20210305,8121,168
20210306,8121,7
20210307,8121,16
20210308,8121,18
20210309,8121,44
20210310,8121,5
20210311,8121,44
20210312,8121,19
20210313,8121,13
20210314,8121,28
20210315,8121,10
20210316,8121,52
20210317,8121,22
20210318,8121,42
20210319,8121,28
20210320,8121,17
20210321,8121,32
20210322,8121,257
20210323,8121,206
20210324,8121,9
20210325,8121,12
20210326,8121,28
20210327,8121,48
20210328,8121,10
20210329,8121,49
20210330,8121,28
20210331,8121,26
20210401,8121,28
20210402,8121,23
20210403,8121,55
20210404,8121,30
20210405,8121,50
20210406,8121,29
20210407,8121,20
20210408,8121,56
20210409,8121,281
20210410,8121,226
20210411,8121,20
20210412,8121,21
20210413,8121,27
20210414,8121,28
20210415,8121,24
20210416,8121,43
20210417,8121,49
20210418,8121,26
20210419,8121,12
20210420,8121,15
20210421,8121,69
20210422,8121,30
20210423,8121,44
20210424,8121,35
20210425,8121,16
20210426,8121,50
20210427,8121,40
20210428,8121,40
20210429,8121,7
20210430,8121,12
20210501,8121,16
20210502,8121,31
20210503,8121,21
20210504,8121,22
20210505,8121,38
20210506,8121,4
20210507,8121,5
20210508,8121,11
20210509,8121,64
20210510,8121,32
20210511,8121,32
20210512,8121,25
20210513,8121,24
20210514,8121,42
20210515,8121,39
20210516,8121,35
20210517,8121,14
20210518,8121,9
20210519,8121,20
20210520,8121,43
20210521,8121,17
20210522,8121,42
20210523,8121,45
20210524,8121,23
20210525,8121,26
20210526,8121,22
20210527,8121,71
20210528,8121,35
20210529,8121,38
20210530,8121,19
20210531,8121,7
20210601,8121,49
20210602,8121,96
20210603,8121,78
20210604,8121,14
20210605,8121,11
20210606,8121,11
20210607,8121,40
20210608,8121,19
20210609,8121,28
20210610,8121,14
20210611,8121,8
20210612,8121,11
20210613,8121,7
20210614,8121,70
20210615,8121,40
20210616,8121,30
20210617,8121,26
20210618,8121,18
20210619,8121,185
20210620,8121,67
20210621,8121,66
20210622,8121,39
20210623,8121,35
20210624,8121,60
20210625,8121,46
20210626,8121,13
20210627,8121,31
20210628,8121,23
20210629,8121,18
20210630,8121,10
20210701,8121,15
20210702,8121,51
20210703,8121,13
20210704,8121,44
20210705,8121,28
20210706,8121,7
20210707,8121,69
20210708,8121,58
20210709,8121,60
20210710,8121,21
20210711,8121,33
20210712,8121,39
20210713,8121,33
20210714,8121,19
20210715,8121,48
20210716,8121,17
20210717,8121,19
20210718,8121,14
20210719,8121,8
20210720,8121,71
20210721,8121,97
20210722,8121,24
20210723,8121,19
20210724,8121,15
20210725,8121,42
20210726,8121,45
20210727,8121,41
20210728,8121,10
20210729,8121,8
20210730,8121,11
20210731,8121,42
20210801,8121,13
20210802,8121,15
20210803,8121,10
20210804,8121,22
20210805,8121,11
20210806,8121,19
20210807,8121,52
20210808,8121,119
20210809,8121,24
20210810,8121,12
20210811,8121,10
20210812,8121,50
20210813,8121,49
20210814,8121,28
20210815,8121,12
20210816,8121,14
